DATE;TIME PERIOD;BETA0;BETA1;BETA2;BETA3;TAU1;TAU2
13/08/2019;13/Aug/19;0,233015;-0,921536;12,060635;-14,303262;2,474517;2,554385
14/08/2019;14/Aug/19;0,189736;-0,904963;12,081255;-14,279646;2,482591;2,584294
15/08/2019;15/Aug/19;0,097486;-0,816849;12,124198;-14,233036;2,510882;2,595542
16/08/2019;16/Aug/19;0,067629;-0,795406;12,138662;-14,218422;2,513703;2,592422
19/08/2019;19/Aug/19;0,273544;-0,991408;11,974475;-14,381057;2,535606;2,629036
20/08/2019;20/Aug/19;0,228466;-0,971712;11,97994;-14,372624;2,542151;2,657081
21/08/2019;21/Aug/19;0,249201;-0,971085;11,9803;-14,372087;2,544831;2,652246
22/08/2019;22/Aug/19;0,276877;-1,004173;12,019525;-14,332809;2,528913;2,647486
23/08/2019;23/Aug/19;0,292154;-1,03544;11,990328;-14,361557;2,526442;2,645448
26/08/2019;26/Aug/19;0,249071;-1,005634;12,036522;-14,314489;2,528305;2,645515
27/08/2019;27/Aug/19;0,203766;-0,968283;12,071557;-14,277823;2,529547;2,650566
28/08/2019;28/Aug/19;0,101182;-0,874327;12,14787;-14,197937;2,560334;2,66938
29/08/2019;29/Aug/19;0,168148;-0,943572;12,086825;-14,256275;2,568953;2,673832
30/08/2019;30/Aug/19;0,128882;-0,959951;12,09427;-14,247234;2,020863;2,180647
02/09/2019;02/Sep/19;0,194155;-0,962479;12,017758;-14,323598;2,389805;2,506637
03/09/2019;03/Sep/19;0,163927;-0,9359;12,06928;-14,271714;2,388834;2,516307
04/09/2019;04/Sep/19;0,211456;-0,964996;12,051671;-14,288386;2,395359;2,506036
05/09/2019;05/Sep/19;0,374926;-1,145548;11,969879;-14,367362;2,393041;2,522131
06/09/2019;06/Sep/19;0,291427;-1,053724;12,01238;-14,324627;2,384618;2,520782
09/09/2019;09/Sep/19;0,405184;-1,128654;11,922618;-14,412663;2,387302;2,521277
10/09/2019;10/Sep/19;0,407953;-1,108211;11,908233;-14,42706;2,386408;2,517534
11/09/2019;11/Sep/19;0,426774;-1,135417;11,900793;-14,434538;2,377745;2,516333
12/09/2019;12/Sep/19;0,274085;-1,031085;12,121685;-14,207509;1,934147;2,126123
13/09/2019;13/Sep/19;0,478137;-1,12787;11,960199;-14,366199;2,270159;2,434826
16/09/2019;16/Sep/19;0,475046;-1,121405;11,971918;-14,354326;2,275301;2,428769
17/09/2019;17/Sep/19;0,450018;-1,084245;11,991353;-14,334662;2,28165;2,430899
18/09/2019;18/Sep/19;0,398267;-1,060902;12,04592;-14,279853;2,296235;2,439702
19/09/2019;19/Sep/19;0,348404;-0,983453;12,102529;-14,222452;2,318613;2,450797
20/09/2019;20/Sep/19;0,332144;-0,983015;12,114999;-14,209911;2,321294;2,460024
23/09/2019;23/Sep/19;0,239788;-0,886554;12,131782;-14,192714;2,349579;2,486648
24/09/2019;24/Sep/19;0,203083;-0,848567;12,172685;-14,151601;2,369573;2,494822
25/09/2019;25/Sep/19;0,152324;-0,800512;12,213123;-14,11087;2,382987;2,50589
26/09/2019;26/Sep/19;0,187854;-0,853641;12,206974;-14,113533;2,399801;2,510116
27/09/2019;27/Sep/19;0,202742;-0,862046;12,155105;-14,165365;2,407968;2,513658
30/09/2019;30/Sep/19;0,268521;-0,938652;12,104227;-14,21392;2,410483;2,522253
01/10/2019;01/Oct/19;0,323401;-0,999568;12,093699;-14,224106;2,399678;2,520412
02/10/2019;02/Oct/19;0,306041;-0,980059;12,105611;-14,212116;2,406967;2,515334
03/10/2019;03/Oct/19;0,25723;-0,947568;12,111766;-14,198331;2,439726;2,564525
04/10/2019;04/Oct/19;0,253499;-0,901545;12,082787;-14,227242;2,44939;2,558907
07/10/2019;07/Oct/19;0,286554;-0,925785;12,043637;-14,266457;2,445926;2,562929
08/10/2019;08/Oct/19;0,272891;-0,882844;12,005445;-14,304721;2,461376;2,563184
09/10/2019;09/Oct/19;0,318723;-0,957249;12,031309;-14,27864;2,447186;2,56729
10/10/2019;10/Oct/19;0,394458;-1,019476;12,074879;-14,233643;2,443615;2,560656
11/10/2019;11/Oct/19;0,460665;-1,071334;12,023287;-14,28487;2,438574;2,556291
14/10/2019;14/Oct/19;0,435755;-1,032061;12,038709;-14,269331;2,440329;2,554967
15/10/2019;15/Oct/19;0,445964;-1,055638;12,042517;-14,265563;2,424777;2,560647
16/10/2019;16/Oct/19;0,547712;-1,152107;12,022357;-14,283176;2,430528;2,55442
17/10/2019;17/Oct/19;0,516458;-1,130878;12,059633;-14,245634;2,425991;2,554852
18/10/2019;18/Oct/19;0,532172;-1,15105;12,074316;-14,230832;2,42237;2,547702
21/10/2019;21/Oct/19;0,579059;-1,165102;12,023587;-14,281028;2,434406;2,541176
22/10/2019;22/Oct/19;0,511968;-1,111849;12,087609;-14,216568;2,439716;2,548804
23/10/2019;23/Oct/19;0,464539;-1,068788;12,116405;-14,187552;2,440974;2,553173
24/10/2019;24/Oct/19;0,467151;-1,093917;12,126937;-14,17701;2,435343;2,551681
25/10/2019;25/Oct/19;0,50627;-1,150229;12,132027;-14,171752;2,428542;2,54894
28/10/2019;28/Oct/19;0,603355;-1,271267;12,107799;-14,195088;2,414101;2,549361
29/10/2019;29/Oct/19;0,55804;-1,226415;12,144873;-14,157509;2,414228;2,552506
30/10/2019;30/Oct/19;0,546265;-1,200964;12,141871;-14,160411;2,410119;2,55228
31/10/2019;31/Oct/19;0,465207;-1,135822;12,164634;-14,13615;2,429906;2,566807
01/11/2019;01/Nov/19;0,498737;-1,132916;12,109372;-14,191317;2,435642;2,557983
04/11/2019;04/Nov/19;0,552099;-1,141221;12,058422;-14,241774;2,447713;2,551383
05/11/2019;05/Nov/19;0,598823;-1,187638;12,052707;-14,247035;2,439578;2,547441
06/11/2019;06/Nov/19;0,578815;-1,167149;12,083616;-14,215187;2,428574;2,546837
07/11/2019;07/Nov/19;0,642619;-1,258065;12,105529;-14,18979;2,433714;2,544026
08/11/2019;08/Nov/19;0,65472;-1,278133;12,114364;-14,180898;2,428502;2,541794
11/11/2019;11/Nov/19;0,62944;-1,218082;12,114098;-14,181117;2,435976;2,536963
12/11/2019;12/Nov/19;0,640804;-1,224853;12,100246;-14,19434;2,442483;2,529372
13/11/2019;13/Nov/19;0,566799;-1,15534;12,125882;-14,168416;2,446744;2,542013
14/11/2019;14/Nov/19;0,532358;-1,145363;12,139861;-14,154201;2,443081;2,550486
15/11/2019;15/Nov/19;0,531747;-1,155972;12,147663;-14,14639;2,436885;2,546483
18/11/2019;18/Nov/19;0,523913;-1,102172;12,114235;-14,179864;2,44346;2,543138
19/11/2019;19/Nov/19;0,533752;-1,126303;12,125416;-14,168693;2,438166;2,542787
20/11/2019;20/Nov/19;0,512586;-1,116667;12,124533;-14,169292;2,436745;2,550574
21/11/2019;21/Nov/19;0,555363;-1,17274;12,135445;-14,157719;2,434698;2,544458
22/11/2019;22/Nov/19;0,531778;-1,128685;12,123134;-14,169643;2,434059;2,55128
25/11/2019;25/Nov/19;0,52068;-1,130802;12,132591;-14,160163;2,426639;2,54705
26/11/2019;26/Nov/19;0,525738;-1,150859;12,115008;-14,177796;2,406426;2,546827
27/11/2019;27/Nov/19;0,514345;-1,135509;12,143844;-14,148781;2,406901;2,535941
28/11/2019;28/Nov/19;0,512974;-1,119296;12,130541;-14,162081;2,409337;2,531398
29/11/2019;29/Nov/19;0,525187;-1,126207;12,134833;-14,157744;2,397201;2,521062
02/12/2019;02/Dec/19;0,584188;-1,192052;12,160523;-14,129767;2,410634;2,512961
03/12/2019;03/Dec/19;0,512065;-1,182065;12,145635;-14,144168;2,043027;2,189651
04/12/2019;04/Dec/19;0,518281;-1,190281;12,129202;-14,160667;2,039423;2,190876
05/12/2019;05/Dec/19;0,566394;-1,226394;12,138104;-14,149959;2,050862;2,193943
06/12/2019;06/Dec/19;0,552948;-1,220948;12,145529;-14,142478;2,056146;2,195211
09/12/2019;09/Dec/19;0,558327;-1,219327;12,11255;-14,175531;2,053186;2,198883
10/12/2019;10/Dec/19;0,565163;-1,230163;12,116957;-14,170998;2,059925;2,193924
11/12/2019;11/Dec/19;0,545424;-1,208424;12,118093;-14,169581;2,065532;2,201631
12/12/2019;12/Dec/19;0,580541;-1,250541;12,109548;-14,177938;2,065629;2,207325
13/12/2019;13/Dec/19;0,565423;-1,231423;12,164195;-14,122913;2,088453;2,213315
16/12/2019;16/Dec/19;0,548629;-1,214629;12,153356;-14,13361;2,093525;2,223973
17/12/2019;17/Dec/19;0,541017;-1,212017;12,170593;-14,116068;2,105352;2,226305
18/12/2019;18/Dec/19;0,57955;-1,25855;12,169863;-14,116031;2,114054;2,23092
19/12/2019;19/Dec/19;0,621169;-1,307169;12,171647;-14,113237;2,121024;2,232161
20/12/2019;20/Dec/19;0,610326;-1,274326;12,144251;-14,140517;2,121087;2,233624
23/12/2019;23/Dec/19;0,606335;-1,298335;12,15658;-14,128151;2,122856;2,239316
27/12/2019;27/Dec/19;0,025701;-0,710454;12,223824;-11,363851;7,432128;6,472287
30/12/2019;30/Dec/19;0,276521;-0,965521;12,096721;-11,481988;7,472606;6,718948
02/01/2020;02/Jan/20;0,686905;-1,301378;12,300647;-14,190766;2,766572;2,839005
03/01/2020;03/Jan/20;0,631807;-1,208621;12,253924;-14,238229;2,779167;2,842563
06/01/2020;06/Jan/20;0,611875;-1,188434;12,235996;-14,256009;2,780874;2,84566
07/01/2020;07/Jan/20;0,636001;-1,222143;12,235886;-14,256083;2,776559;2,841979
08/01/2020;08/Jan/20;0,675687;-1,253452;12,223311;-14,268424;2,778092;2,839729
09/01/2020;09/Jan/20;0,722381;-1,303869;12,238898;-14,252023;2,76504;2,839642
10/01/2020;10/Jan/20;0,734036;-1,318401;12,234411;-14,256527;2,75311;2,840205
13/01/2020;13/Jan/20;0,777456;-1,336991;12,206022;-14,284653;2,758127;2,835081
14/01/2020;14/Jan/20;0,755048;-1,329997;12,226143;-14,264101;2,748018;2,837203
15/01/2020;15/Jan/20;0,712903;-1,286621;12,230877;-14,258874;2,748035;2,834633
16/01/2020;16/Jan/20;0,706995;-1,290106;12,234311;-14,255333;2,738584;2,835538
17/01/2020;17/Jan/20;0,717239;-1,296058;12,22614;-14,263463;2,73599;2,829496
20/01/2020;20/Jan/20;0,70454;-1,257874;12,210218;-14,279361;2,737591;2,828186
21/01/2020;21/Jan/20;0,68157;-1,238638;12,238718;-14,250632;2,72648;2,823071
22/01/2020;22/Jan/20;0,662974;-1,227937;12,212177;-14,277014;2,718659;2,831415
23/01/2020;23/Jan/20;0,632392;-1,20927;12,202605;-14,286323;2,711529;2,830421
24/01/2020;24/Jan/20;0,620918;-1,199996;12,202397;-14,286191;2,702575;2,830786
27/01/2020;27/Jan/20;0,549538;-1,108829;12,17775;-14,309807;2,715886;2,840261
28/01/2020;28/Jan/20;0,556063;-1,120586;12,187704;-14,299733;2,709136;2,828746
29/01/2020;29/Jan/20;0,540124;-1,120734;12,198946;-14,288449;2,704162;2,824342
30/01/2020;30/Jan/20;0,510862;-1,092945;12,197884;-14,289372;2,705748;2,82045
31/01/2020;31/Jan/20;0,484561;-1,085307;12,195345;-14,29172;2,694018;2,823956
03/02/2020;03/Feb/20;0,477389;-1,066346;12,174238;-14,312806;2,697887;2,816268
04/02/2020;04/Feb/20;0,464352;-1,080034;12,185643;-14,299353;2,08777;2,256493
05/02/2020;05/Feb/20;0,505128;-1,120128;12,177464;-14,306792;2,0968;2,262524
06/02/2020;06/Feb/20;0,523318;-1,134318;12,181977;-14,302218;2,105172;2,273378
07/02/2020;07/Feb/20;0,465654;-1,079654;12,195007;-14,288046;2,128451;2,296535
10/02/2020;10/Feb/20;0,472128;-1,086128;12,189741;-14,293278;2,132441;2,307152
11/02/2020;11/Feb/20;0,489262;-1,109262;12,173848;-14,309093;2,136166;2,313543
12/02/2020;12/Feb/20;0,504002;-1,124002;12,179099;-14,303619;2,143967;2,317999
13/02/2020;13/Feb/20;0,479986;-1,105986;12,20911;-14,273443;2,15992;2,328743
14/02/2020;14/Feb/20;0,460638;-1,076248;12,186924;-14,2957;2,169063;2,336351
17/02/2020;17/Feb/20;0,468291;-1,069618;12,172692;-14,309919;2,173398;2,336629
18/02/2020;18/Feb/20;0,478045;-1,074283;12,169182;-14,313455;2,168485;2,338652
19/02/2020;19/Feb/20;0,464756;-1,066756;12,183054;-14,299501;2,17329;2,345315
20/02/2020;20/Feb/20;0,402413;-0,991366;12,227403;-14,253794;2,212224;2,371685
21/02/2020;21/Feb/20;0,351255;-0,951521;12,287905;-14,192417;2,241485;2,398503
24/02/2020;24/Feb/20;0,324075;-0,946909;12,274687;-14,205716;2,261656;2,412201
25/02/2020;25/Feb/20;0,30124;-0,923365;12,271879;-14,208463;2,276005;2,41988
26/02/2020;26/Feb/20;0,34856;-0,993891;12,242934;-14,23694;2,293448;2,449882
27/02/2020;27/Feb/20;0,295838;-0,959645;12,221341;-14,25701;2,34672;2,493287
28/02/2020;28/Feb/20;0,15555;-0,807216;12,264134;-14,208968;2,423128;2,539435
02/03/2020;02/Mar/20;0,09954;-0,732365;12,252539;-14,22036;2,453892;2,53326
03/03/2020;03/Mar/20;0,15431;-0,77039;12,249378;-14,222987;2,448483;2,543153
04/03/2020;04/Mar/20;0,156386;-0,787811;12,18951;-14,282866;2,460429;2,55389
05/03/2020;05/Mar/20;0,114772;-0,760573;12,190631;-14,281741;2,480108;2,56998
06/03/2020;06/Mar/20;0,01;-0,672222;12,306525;-14,158246;3,211468;3,227071
09/03/2020;09/Mar/20;0,01;-0,759866;12,215873;-14,256021;3,65789;3,658137
10/03/2020;10/Mar/20;-0,278103;-0,434335;12,586962;-13,884816;3,714579;3,582786
11/03/2020;11/Mar/20;-0,285339;-0,4682;12,671701;-13,799616;3,696655;3,54678
12/03/2020;12/Mar/20;-0,339112;-0,43452;12,731272;-13,738854;3,688988;3,472388
13/03/2020;13/Mar/20;-0,155685;-0,612679;12,837762;-13,629133;3,709235;3,475757
16/03/2020;16/Mar/20;0,01899;-0,79538;12,469308;-13,972611;1,854029;1,849286
17/03/2020;17/Mar/20;-0,00059;-0,720169;12,487739;-13,953313;1,868022;1,831738
18/03/2020;18/Mar/20;0,214321;-0,932947;12,517307;-13,901393;2,00831;1,953982
19/03/2020;19/Mar/20;0,332253;-1,064879;12,585142;-13,831428;1,932316;1,934238
20/03/2020;20/Mar/20;0,224236;-0,930209;12,580352;-13,81027;2,109426;2,139922
23/03/2020;23/Mar/20;0,17464;-0,820025;12,517868;-13,874324;2,12941;2,14786
24/03/2020;24/Mar/20;0,246746;-0,877167;12,51312;-13,879026;2,103189;2,158394
25/03/2020;25/Mar/20;0,343077;-1,006077;12,50187;-13,889218;2,100364;2,192627
26/03/2020;26/Mar/20;0,42493;-1,09093;12,344229;-14,04799;2,098834;2,221249
27/03/2020;27/Mar/20;0,278113;-0,997113;12,339878;-14,049613;1,993539;2,130989
30/03/2020;30/Mar/20;0,258303;-0,950303;12,276571;-14,11013;2,028094;2,179672
31/03/2020;31/Mar/20;0,333566;-1,044566;12,253546;-14,131928;2,027756;2,190101
01/04/2020;01/Apr/20;0,321138;-0,972138;12,295523;-14,089907;2,049383;2,192764
02/04/2020;02/Apr/20;0,247094;-0,891094;12,407083;-13,9776;2,079166;2,188699
03/04/2020;03/Apr/20;0,224584;-0,871252;12,410628;-13,97398;2,082859;2,181057
06/04/2020;06/Apr/20;0,281945;-0,868757;12,336342;-14,047735;2,081636;2,173034
07/04/2020;07/Apr/20;0,386846;-0,967875;12,311866;-14,067106;2,117098;2,194046
08/04/2020;08/Apr/20;0,412632;-1,009864;12,352182;-14,025873;2,112351;2,193995
09/04/2020;09/Apr/20;0,373316;-0,971799;12,365262;-14,010814;2,12077;2,208479
14/04/2020;14/Apr/20;0,342924;-0,928774;12,315088;-14,061122;2,1259;2,217366
15/04/2020;15/Apr/20;0,228878;-0,817481;12,337371;-14,037013;2,150923;2,234297
16/04/2020;16/Apr/20;0,166692;-0,800621;12,412007;-13,96176;1,755764;1,868795
17/04/2020;17/Apr/20;0,205947;-0,807291;12,320715;-14,053142;1,751329;1,867511
20/04/2020;20/Apr/20;0,254986;-0,780372;12,257543;-14,115782;1,982786;2,067903
21/04/2020;21/Apr/20;0,220323;-0,762349;12,3007;-14,072378;1,985632;2,078705
22/04/2020;22/Apr/20;0,258824;-0,805947;12,306067;-14,064955;1,985172;2,074105
23/04/2020;23/Apr/20;0,232882;-0,745723;12,281169;-14,090323;1,998281;2,065346
24/04/2020;24/Apr/20;0,205399;-0,709293;12,280921;-14,090406;2,001598;2,074081
27/04/2020;27/Apr/20;0,224814;-0,725457;12,292804;-14,078486;1,986692;2,074378
28/04/2020;28/Apr/20;0,210721;-0,749288;12,272549;-14,098012;1,715698;1,837552
29/04/2020;29/Apr/20;0,166084;-0,723014;12,28008;-14,089911;1,728527;1,850264
30/04/2020;30/Apr/20;0,116139;-0,633381;12,213587;-14,156472;1,568205;1,704462
04/05/2020;04/May/20;0,139131;-0,65374;12,187926;-14,182165;1,562249;1,698149
05/05/2020;05/May/20;0,153739;-0,644376;12,086858;-14,282884;1,56439;1,691121
06/05/2020;06/May/20;0,211824;-0,737618;12,116471;-14,249378;1,584384;1,724708
07/05/2020;07/May/20;0,232279;-0,767142;12,106967;-14,258936;1,579487;1,728768
08/05/2020;08/May/20;0,216993;-0,707912;12,043106;-14,323316;1,597728;1,726779
11/05/2020;11/May/20;0,22607;-0,756448;12,110473;-14,25567;1,506498;1,659853
12/05/2020;12/May/20;0,228949;-0,771988;12,178094;-14,186744;1,553687;1,700633
13/05/2020;13/May/20;0,175467;-0,708927;12,191182;-14,173113;1,575951;1,715868
14/05/2020;14/May/20;0,175565;-0,761556;12,205764;-14,158135;1,587641;1,743236
15/05/2020;15/May/20;0,144356;-0,687278;12,204928;-14,15857;1,677307;1,811859
18/05/2020;18/May/20;0,219283;-0,782209;12,195175;-14,163272;1,721579;1,861425
19/05/2020;19/May/20;0,252777;-0,815255;12,252348;-14,104939;1,749175;1,890479
20/05/2020;20/May/20;0,266614;-0,823989;12,249403;-14,107023;2,017986;2,152242
21/05/2020;21/May/20;0,234888;-0,774071;12,244013;-14,112158;2,018908;2,138317
22/05/2020;22/May/20;0,248334;-0,839716;12,265154;-14,090612;1,834442;1,979956
25/05/2020;25/May/20;0,235596;-0,804315;12,260556;-14,095063;1,834867;1,977028
26/05/2020;26/May/20;0,303813;-0,891813;12,292093;-14,059729;1,866393;2,011677
27/05/2020;27/May/20;0,332015;-0,926015;12,282042;-14,069212;1,864381;2,010661
28/05/2020;28/May/20;0,321885;-0,894885;12,261698;-14,089556;1,863493;2,008368
29/05/2020;29/May/20;0,295365;-0,866008;12,255472;-14,095806;1,87249;2,01177
01/06/2020;01/Jun/20;0,377714;-0,954982;12,196597;-14,151885;1,887638;2,027368
02/06/2020;02/Jun/20;0,360858;-0,912155;12,165194;-14,183928;1,898189;2,028636
03/06/2020;03/Jun/20;0,391048;-0,941244;12,202796;-14,143589;1,938275;2,058081
04/06/2020;04/Jun/20;0,504395;-1,076231;12,139105;-14,204895;1,949529;2,088002
05/06/2020;05/Jun/20;0,58188;-1,156072;12,113909;-14,227542;1,951096;2,095976
08/06/2020;08/Jun/20;0,541157;-1,085059;12,083926;-14,257475;1,964877;2,1073
09/06/2020;09/Jun/20;0,469123;-1,006221;12,148256;-14,192704;1,986899;2,111759
10/06/2020;10/Jun/20;0,549061;-1,066088;12,135692;-14,204708;2,473673;2,568331
11/06/2020;11/Jun/20;0,408021;-0,916304;12,17061;-14,163453;2,536115;2,612052
12/06/2020;12/Jun/20;0,401468;-0,907447;12,145121;-14,188902;2,538557;2,61239
15/06/2020;15/Jun/20;0,38041;-0,883519;12,140002;-14,193858;2,535587;2,612485
16/06/2020;16/Jun/20;0,431092;-0,94328;12,134082;-14,199039;2,517299;2,608473
17/06/2020;17/Jun/20;0,397087;-0,895514;12,136853;-14,196076;2,520573;2,602096
18/06/2020;18/Jun/20;0,356583;-0,86962;12,175029;-14,157378;2,519196;2,601545
19/06/2020;19/Jun/20;0,344937;-0,86878;12,181587;-14,150755;2,517413;2,598679
22/06/2020;22/Jun/20;0,328359;-0,841344;12,128707;-14,203344;2,52188;2,604782
23/06/2020;23/Jun/20;0,351111;-0,912875;12,131998;-14,19395;1,958986;2,112635
24/06/2020;24/Jun/20;0,343406;-0,910252;12,15585;-14,169889;1,968151;2,115805
25/06/2020;25/Jun/20;0,300847;-0,881007;12,130871;-14,193908;1,976773;2,129339
26/06/2020;26/Jun/20;0,269933;-0,841793;12,153824;-14,170738;1,994014;2,12912
29/06/2020;29/Jun/20;0,325519;-0,874295;12,112384;-14,211831;2,19374;2,316606
30/06/2020;30/Jun/20;0,288163;-0,83466;12,123935;-14,197258;2,204344;2,332983
01/07/2020;01/Jul/20;0,399291;-0,958588;12,135671;-14,1769;2,239788;2,366718
02/07/2020;02/Jul/20;0,397448;-0,95804;12,097797;-14,215348;2,231648;2,364393
03/07/2020;03/Jul/20;0,38375;-0,941748;12,086517;-14,226467;2,225272;2,358523
06/07/2020;06/Jul/20;0,386701;-0,943399;12,095607;-14,21728;2,226589;2,357657
07/07/2020;07/Jul/20;0,353903;-0,907754;12,132568;-14,180072;2,227564;2,352393
08/07/2020;08/Jul/20;0,307984;-0,854232;12,169982;-14,141892;2,234246;2,34792
09/07/2020;09/Jul/20;0,303395;-0,856546;12,159416;-14,152357;2,229295;2,35298
10/07/2020;10/Jul/20;0,242295;-0,797835;12,181807;-14,129725;2,24032;2,352537
13/07/2020;13/Jul/20;0,327106;-0,900775;12,202829;-14,103525;2,255148;2,3739
14/07/2020;14/Jul/20;0,287671;-0,859075;12,215785;-14,089702;2,256046;2,374985
15/07/2020;15/Jul/20;0,279965;-0,878112;12,189931;-14,112341;1,829034;1,976783
16/07/2020;16/Jul/20;0,269064;-0,865481;12,19618;-14,105279;2,029378;2,176975
17/07/2020;17/Jul/20;0,280365;-0,87054;12,181182;-14,120253;2,029051;2,175665
20/07/2020;20/Jul/20;0,247119;-0,833434;12,203319;-14,097945;2,044323;2,188799
21/07/2020;21/Jul/20;0,304875;-0,886696;12,154349;-14,146377;2,046592;2,201917
22/07/2020;22/Jul/20;0,223073;-0,784152;12,16657;-14,133957;2,079463;2,20999
23/07/2020;23/Jul/20;0,220418;-0,792343;12,210915;-14,089472;2,09041;2,224406
24/07/2020;24/Jul/20;0,234404;-0,813273;12,249869;-14,049134;2,117094;2,241558
27/07/2020;27/Jul/20;0,221307;-0,790853;12,206549;-14,091308;2,124932;2,256836
28/07/2020;28/Jul/20;0,176343;-0,713728;12,193789;-14,104171;2,137306;2,247975
29/07/2020;29/Jul/20;0,199175;-0,753562;12,185809;-14,112192;2,126295;2,253837
30/07/2020;30/Jul/20;0,148023;-0,700376;12,175998;-14,12017;2,14454;2,27296
31/07/2020;31/Jul/20;0,198988;-0,757513;12,156993;-14,138075;2,137513;2,265915
03/08/2020;03/Aug/20;0,213892;-0,776306;12,160109;-14,134744;2,137454;2,263771
04/08/2020;04/Aug/20;0,142787;-0,698188;12,171797;-14,11527;2,186534;2,311097
05/08/2020;05/Aug/20;0,196376;-0,758696;12,183624;-14,099978;2,199812;2,319014
06/08/2020;06/Aug/20;0,190284;-0,754711;12,152014;-14,129181;2,199034;2,337497
07/08/2020;07/Aug/20;0,212466;-0,776947;12,146078;-14,134929;2,200534;2,341375
10/08/2020;10/Aug/20;0,182808;-0,722489;12,148482;-14,132458;2,216654;2,336643
11/08/2020;11/Aug/20;0,268913;-0,813862;12,128632;-14,148357;2,228535;2,351434
12/08/2020;12/Aug/20;0,280127;-0,831092;12,146578;-14,13004;2,231302;2,351759
13/08/2020;13/Aug/20;0,350131;-0,919568;12,159399;-14,114748;2,225915;2,359376
14/08/2020;14/Aug/20;0,322814;-0,886743;12,174661;-14,099384;2,234093;2,356666
17/08/2020;17/Aug/20;0,328335;-0,871649;12,131145;-14,142816;2,235965;2,35521
18/08/2020;18/Aug/20;0,305788;-0,856974;12,136874;-14,136784;2,231489;2,355759
19/08/2020;19/Aug/20;0,285488;-0,835336;12,125372;-14,148157;2,233341;2,360532
20/08/2020;20/Aug/20;0,227883;-0,794669;12,160414;-14,111919;2,237602;2,37078
21/08/2020;21/Aug/20;0,260808;-0,830898;12,133039;-14,139265;2,228435;2,367052
24/08/2020;24/Aug/20;0,238559;-0,792758;12,148587;-14,123548;2,2259;2,359209
25/08/2020;25/Aug/20;0,334323;-0,895228;12,143571;-14,123229;2,238008;2,375874
26/08/2020;26/Aug/20;0,356685;-0,923503;12,148058;-14,118051;2,228381;2,364559
27/08/2020;27/Aug/20;0,348301;-0,952301;12,108933;-14,151506;1,774317;1,939904
28/08/2020;28/Aug/20;0,40442;-0,983886;12,071489;-14,188955;2,200832;2,344459
31/08/2020;31/Aug/20;0,426251;-0,992495;12,067131;-14,193094;2,198729;2,341394
01/09/2020;01/Sep/20;0,422161;-0,985263;12,054053;-14,20614;2,200726;2,337875
02/09/2020;02/Sep/20;0,304047;-0,894991;12,097501;-14,159304;1,933061;2,08958
03/09/2020;03/Sep/20;0,235782;-0,824875;12,137375;-14,11869;1,965348;2,111244
04/09/2020;04/Sep/20;0,269446;-0,862654;12,12182;-14,133376;1,95533;2,105346
07/09/2020;07/Sep/20;0,266733;-0,880733;12,13093;-14,123933;1,80623;1,970198
08/09/2020;08/Sep/20;0,239905;-0,813069;12,105545;-14,149593;1,952169;2,099383
09/09/2020;09/Sep/20;0,27286;-0,864556;12,136401;-14,116481;1,97985;2,128087
10/09/2020;10/Sep/20;0,303086;-0,91288;12,161775;-14,089648;1,987677;2,13829
11/09/2020;11/Sep/20;0,308843;-0,904358;12,102069;-14,149536;1,993043;2,15312
14/09/2020;14/Sep/20;0,235038;-0,803551;12,128235;-14,122911;2,03924;2,177585
15/09/2020;15/Sep/20;0,25373;-0,81925;12,127501;-14,12346;2,050754;2,191545
16/09/2020;16/Sep/20;0,244405;-0,813029;12,128846;-14,122036;2,053212;2,195944
17/09/2020;17/Sep/20;0,216983;-0,794434;12,15771;-14,093012;2,060824;2,201131
18/09/2020;18/Sep/20;0,227859;-0,795047;12,131555;-14,11923;2,054804;2,195629
21/09/2020;21/Sep/20;0,187115;-0,738184;12,117807;-14,131991;2,078093;2,209429
22/09/2020;22/Sep/20;0,227552;-0,797449;12,113993;-14,135076;2,066693;2,209041
23/09/2020;23/Sep/20;0,229017;-0,797151;12,11439;-14,134669;2,06745;2,208126
24/09/2020;24/Sep/20;0,210193;-0,79482;12,140189;-14,108793;2,074037;2,213261
25/09/2020;25/Sep/20;0,19004;-0,78093;12,169989;-14,078807;2,086844;2,227139
28/09/2020;28/Sep/20;0,199494;-0,793712;12,170233;-14,078495;2,073695;2,226664
29/09/2020;29/Sep/20;0,1623;-0,7853;12,217131;-14,031388;1,867956;2,034863
30/09/2020;30/Sep/20;0,158699;-0,782379;12,226653;-14,021684;1,879544;2,039812
01/10/2020;01/Oct/20;0,17253;-0,80053;12,228975;-14,019112;1,891623;2,051438
02/10/2020;02/Oct/20;0,161291;-0,788717;12,201692;-14,046495;1,899305;2,059839
05/10/2020;05/Oct/20;0,184802;-0,809897;12,192318;-14,054856;1,918087;2,07306
06/10/2020;06/Oct/20;0,173931;-0,799715;12,196869;-14,050243;1,924839;2,076521
07/10/2020;07/Oct/20;0,213882;-0,838363;12,183171;-14,062835;1,941177;2,09204
08/10/2020;08/Oct/20;0,182009;-0,820637;12,204098;-14,041559;1,95777;2,11033
09/10/2020;09/Oct/20;0,148468;-0,765776;12,179007;-14,065577;1,974808;2,117409
12/10/2020;12/Oct/20;0,148856;-0,776979;12,181479;-14,063119;1,965279;2,112388
