DATE;TIME PERIOD;BETA0;BETA1;BETA2;BETA3;TAU1;TAU2
06/09/2004;06/Sep/04;5,41051;-3,462358;-0,361335;-0,466368;3,128331;1,489535
07/09/2004;07/Sep/04;5,391886;-3,450353;-0,372908;-0,271295;3,157868;1,548566
08/09/2004;08/Sep/04;5,385978;-3,44795;-0,346505;-0,198077;3,137857;1,553148
09/09/2004;09/Sep/04;5,377333;-3,432592;-0,382208;-0,293482;3,271392;1,521143
10/09/2004;10/Sep/04;5,355732;-3,395283;-0,375382;-0,507894;3,279876;1,479197
13/09/2004;13/Sep/04;5,365402;-3,4144;-0,392852;-0,296918;3,312242;1,575132
14/09/2004;14/Sep/04;5,367759;-3,416192;-0,401331;-0,349662;3,311395;1,571843
15/09/2004;15/Sep/04;5,358261;-3,403146;-0,394387;-0,359843;3,300079;1,573123
16/09/2004;16/Sep/04;5,344475;-3,384598;-0,385639;-0,331579;3,290072;1,582903
17/09/2004;17/Sep/04;5,329382;-3,352071;-0,389468;-0,513191;3,285137;1,545061
20/09/2004;20/Sep/04;5,311582;-3,340882;-0,400759;-0,465314;3,307064;1,579832
21/09/2004;21/Sep/04;5,316766;-3,345874;-0,404348;-0,418107;3,313201;1,608639
22/09/2004;22/Sep/04;5,288747;-3,314467;-0,407773;-0,41037;3,323623;1,618347
23/09/2004;23/Sep/04;5,253548;-3,269991;-0,432389;-0,593371;3,390127;1,562785
24/09/2004;24/Sep/04;5,26471;-3,276933;-0,379458;-0,492621;3,360796;1,594566
27/09/2004;27/Sep/04;5,253619;-3,264359;-0,406792;-0,530257;3,381431;1,615821
28/09/2004;28/Sep/04;5,225969;-3,240747;-0,269781;-0,95952;3,016436;2,123408
29/09/2004;29/Sep/04;5,266523;-3,280723;-0,257037;-0,879122;3,034156;2,243265
30/09/2004;30/Sep/04;5,340518;-3,395727;-0,315219;-0,7211;3,152546;2,578964
01/10/2004;01/Oct/04;5,341975;-3,349416;-0,29972;-1,025981;3,001751;2,138339
04/10/2004;04/Oct/04;5,322765;-3,339854;-0,238226;-0,950022;2,95754;2,147792
05/10/2004;05/Oct/04;5,296801;-3,309165;-0,2643;-0,981123;2,988279;2,144351
06/10/2004;06/Oct/04;5,277725;-3,285321;-0,256977;-0,999105;2,974936;2,114445
07/10/2004;07/Oct/04;5,293635;-3,299416;-0,254627;-1,027483;2,967381;2,076934
08/10/2004;08/Oct/04;5,265467;-3,272119;-0,275895;-1,162594;3,022789;1,920927
11/10/2004;11/Oct/04;5,294486;-3,288028;-0,292552;-1,196155;3,037379;1,910834
12/10/2004;12/Oct/04;5,263512;-3,25526;-0,314529;-1,251503;3,073711;1,877548
13/10/2004;13/Oct/04;5,255191;-3,240369;-0,291975;-1,229;3,049152;1,881819
14/10/2004;14/Oct/04;5,244903;-3,228041;-0,309332;-1,275557;3,064032;1,84061
15/10/2004;15/Oct/04;5,232442;-3,194864;-0,323349;-1,403025;3,058472;1,696833
18/10/2004;18/Oct/04;5,269118;-3,23947;-0,343648;-1,384587;3,085609;1,750395
19/10/2004;19/Oct/04;5,283843;-3,250748;-0,327264;-1,376175;3,073646;1,74164
20/10/2004;20/Oct/04;5,266878;-3,218707;-0,35659;-1,440857;3,154966;1,692219
21/10/2004;21/Oct/04;5,252375;-3,204843;-0,345095;-1,412577;3,145881;1,71482
22/10/2004;22/Oct/04;5,250805;-3,202225;-0,341439;-1,382772;3,144936;1,748175
25/10/2004;25/Oct/04;5,247536;-3,193411;-0,393721;-1,443338;3,210917;1,730115
26/10/2004;26/Oct/04;5,249865;-3,187605;-0,40878;-1,452549;3,229218;1,721885
27/10/2004;27/Oct/04;5,237842;-3,168822;-0,398287;-1,43335;3,223102;1,705957
28/10/2004;28/Oct/04;5,26121;-3,209658;-0,265025;-1,256301;3,210922;1,722224
29/10/2004;29/Oct/04;5,338871;-3,303712;-0,426031;-1,07087;3,514165;1,965159
01/11/2004;01/Nov/04;5,323779;-3,266704;-0,350686;-1,261971;3,409794;1,715327
02/11/2004;02/Nov/04;5,313644;-3,258791;-0,30725;-1,206682;3,365565;1,738055
03/11/2004;03/Nov/04;5,313098;-3,312214;-0,278366;-1,14241;3,333988;1,83409
04/11/2004;04/Nov/04;5,31099;-3,325548;-0,267588;-1,13089;3,320343;1,85643
05/11/2004;05/Nov/04;5,309141;-3,344205;-0,255656;-1,108883;3,306592;1,888297
08/11/2004;08/Nov/04;5,313447;-3,376445;-0,245225;-1,078396;3,288997;1,983705
09/11/2004;09/Nov/04;5,217772;-3,124318;-0,266907;-1,295478;3,261465;1,839382
10/11/2004;10/Nov/04;5,165084;-3,069461;-0,035057;-1,861824;2,893033;2,056566
11/11/2004;11/Nov/04;5,149143;-3,026283;-0,070894;-1,95784;2,92878;1,913243
12/11/2004;12/Nov/04;5,122636;-3,012364;-0,06511;-1,943286;2,930117;1,948058
15/11/2004;15/Nov/04;5,094071;-2,973681;-0,082783;-1,954538;2,95625;1,967299
16/11/2004;16/Nov/04;5,069419;-2,968855;-0,058584;-1,867645;2,940744;2,146929
17/11/2004;17/Nov/04;5,090763;-2,989532;-0,052611;-1,872778;2,93957;2,124948
18/11/2004;18/Nov/04;5,115573;-3,021245;-0,022775;-1,819371;2,923847;2,199914
19/11/2004;19/Nov/04;5,098891;-2,998043;-0,03413;-1,848167;2,938372;2,156871
22/11/2004;22/Nov/04;5,078564;-2,973448;-0,054141;-1,88127;2,961269;2,130554
23/11/2004;23/Nov/04;5,064458;-2,950351;-0,056334;-1,897691;2,963613;2,100387
24/11/2004;24/Nov/04;5,065286;-2,944964;-0,077603;-1,956258;2,983004;2,013005
25/11/2004;25/Nov/04;5,050901;-2,941252;-0,08312;-1,979294;2,986637;1,967499
26/11/2004;26/Nov/04;5,017465;-2,909812;-0,059193;-1,971985;2,962785;1,915084
29/11/2004;29/Nov/04;5,048122;-2,940024;-0,023459;-1,921942;2,945607;1,942757
30/11/2004;30/Nov/04;5,03845;-2,935553;-0,045806;-1,947018;2,969426;1,928005
01/12/2004;01/Dec/04;5,013277;-2,913338;-0,05974;-1,970424;2,984248;1,888618
02/12/2004;02/Dec/04;5,013726;-2,909787;-0,017181;-1,889957;2,94073;1,939693
03/12/2004;03/Dec/04;5,022733;-2,915098;-0,066356;-1,936758;2,991931;1,955478
06/12/2004;06/Dec/04;4,987152;-2,884398;-0,095334;-1,982615;3,061604;1,887512
07/12/2004;07/Dec/04;4,980012;-2,875863;-0,122736;-1,991509;3,094169;1,928663
08/12/2004;08/Dec/04;4,956224;-2,858869;-0,08815;-1,91879;3,064356;1,985443
09/12/2004;09/Dec/04;4,886601;-2,792077;-0,090717;-1,895102;3,166643;2,017567
10/12/2004;10/Dec/04;4,857814;-2,754461;-0,094176;-1,862078;3,173119;2,084846
13/12/2004;13/Dec/04;4,847939;-2,757584;-0,067405;-1,836402;3,152065;2,068411
14/12/2004;14/Dec/04;4,817362;-2,72034;-0,059526;-1,821321;3,14783;2,07322
15/12/2004;15/Dec/04;4,755337;-2,65868;-0,063051;-1,805988;3,155912;2,092661
16/12/2004;16/Dec/04;4,750916;-2,676978;-0,014056;-1,649391;3,116218;2,241469
17/12/2004;17/Dec/04;4,761559;-2,696349;0,05943;-1,549355;3,088832;2,266808
20/12/2004;20/Dec/04;4,767469;-2,685826;-0,000771;-1,627707;3,156714;2,214219
21/12/2004;21/Dec/04;4,780038;-2,655081;0,002615;-1,599256;3,130371;2,246883
22/12/2004;22/Dec/04;4,829954;-2,77841;-0,018513;-1,440225;3,154609;2,704983
23/12/2004;23/Dec/04;4,846294;-2,801591;-0,066017;-1,483287;3,217246;2,703045
24/12/2004;24/Dec/04;4,9464;-2,911414;-0,202146;-1,510823;3,362607;3,085703
27/12/2004;27/Dec/04;4,868212;-2,825715;-0,051423;-1,413867;3,265719;2,73515
28/12/2004;28/Dec/04;4,847342;-2,72618;-0,052576;-1,607226;3,242539;2,256267
29/12/2004;29/Dec/04;4,935448;-2,901208;-0,020565;-1,260179;3,277059;2,921445
30/12/2004;30/Dec/04;4,944608;-2,919941;-0,027469;-1,261582;3,283035;2,943815
31/12/2004;31/Dec/04;4,96217;-2,96075;-0,036503;-1,234623;3,293291;3,106725
03/01/2005;03/Jan/05;4,961704;-2,890864;-0,111447;-1,415937;3,395999;2,723281
04/01/2005;04/Jan/05;4,909715;-2,913265;-0,025017;-1,205345;3,337923;3,099315
05/01/2005;05/Jan/05;4,913796;-2,91135;0,009475;-1,171742;3,317917;3,090908
06/01/2005;06/Jan/05;4,845211;-2,829891;0,017249;-1,295412;3,335752;2,579415
07/01/2005;07/Jan/05;4,814018;-2,808103;0,00941;-1,320543;3,342847;2,549312
10/01/2005;10/Jan/05;4,80363;-2,812945;0,027992;-1,3045;3,327327;2,552352
11/01/2005;11/Jan/05;4,776367;-2,75796;0,031849;-1,289802;3,321481;2,57291
12/01/2005;12/Jan/05;4,785959;-2,768485;0,036315;-1,28445;3,318727;2,577994
13/01/2005;13/Jan/05;4,748981;-2,729806;0,03715;-1,378506;3,343149;2,38762
14/01/2005;14/Jan/05;4,696065;-2,676104;0,076343;-1,324728;3,311928;2,404007
17/01/2005;17/Jan/05;4,666261;-2,649599;0,072276;-1,330649;3,318276;2,401859
18/01/2005;18/Jan/05;4,647503;-2,630901;0,116521;-1,286644;3,28533;2,399114
19/01/2005;19/Jan/05;4,550269;-2,52726;0,169584;-1,298399;3,258105;2,29344
20/01/2005;20/Jan/05;4,627916;-2,611958;0,175631;-1,252196;3,282445;2,405517
21/01/2005;21/Jan/05;4,647069;-2,625141;0,178711;-1,307829;3,289972;2,326139
24/01/2005;24/Jan/05;4,627128;-2,608948;0,157666;-1,341639;3,308911;2,310278
25/01/2005;25/Jan/05;4,53746;-2,517956;0,218673;-1,339889;3,273921;2,201084
26/01/2005;26/Jan/05;4,5531;-2,54215;0,274645;-1,27794;3,250629;2,196499
27/01/2005;27/Jan/05;4,56478;-2,5642;0,301723;-1,188365;3,224543;2,304785
28/01/2005;28/Jan/05;4,567915;-2,555352;0,236116;-1,270057;3,306912;2,276955
31/01/2005;31/Jan/05;4,554784;-2,541287;0,247782;-1,250354;3,296921;2,294347
01/02/2005;01/Feb/05;4,554123;-2,559092;0,256811;-1,227752;3,288604;2,32587
02/02/2005;02/Feb/05;4,497625;-2,489132;0,28193;-1,202426;3,270427;2,319687
03/02/2005;03/Feb/05;4,425891;-2,40487;0,404219;-1,173105;3,208338;2,164755
04/02/2005;04/Feb/05;4,373578;-2,359425;0,400298;-1,15902;3,26739;2,177159
07/02/2005;07/Feb/05;4,291988;-2,285209;0,445583;-1,08391;3,229144;2,208406
08/02/2005;08/Feb/05;4,331691;-2,329702;0,373009;-1,009078;3,2376;2,484203
09/02/2005;09/Feb/05;4,269986;-2,262479;0,429601;-1,090029;3,264034;2,295259
10/02/2005;10/Feb/05;4,290797;-2,281036;0,395309;-1,152857;3,300137;2,264536
11/02/2005;11/Feb/05;4,370626;-2,355344;0,373726;-1,205352;3,351128;2,239245
14/02/2005;14/Feb/05;4,39465;-2,381372;0,399289;-1,164653;3,345254;2,271469
15/02/2005;15/Feb/05;4,40073;-2,402702;0,397178;-1,080667;3,33167;2,431901
16/02/2005;16/Feb/05;4,462988;-2,472714;0,250691;-1,045842;3,396974;2,737969
17/02/2005;17/Feb/05;4,499687;-2,515593;0,487367;-0,990058;3,45954;2,467551
18/02/2005;18/Feb/05;4,56896;-2,600033;0,587767;-0,944448;3,502703;2,398993
21/02/2005;21/Feb/05;4,585988;-2,614132;0,596298;-0,922855;3,499147;2,419569
22/02/2005;22/Feb/05;4,606304;-2,621707;0,649152;-1,022589;3,523651;2,27279
23/02/2005;23/Feb/05;4,614006;-2,620885;0,620655;-1,073718;3,559631;2,258667
24/02/2005;24/Feb/05;4,650509;-2,654913;0,624067;-1,06495;3,570937;2,280924
25/02/2005;25/Feb/05;4,646518;-2,655135;0,681115;-1,003643;3,532432;2,279482
28/02/2005;28/Feb/05;4,621124;-2,631788;0,667063;-1,008671;3,544824;2,29314
01/03/2005;01/Mar/05;4,672199;-2,683083;0,664603;-1,034707;3,57331;2,284257
02/03/2005;02/Mar/05;4,750967;-2,761493;0,708861;-1,048257;3,625123;2,237596
03/03/2005;03/Mar/05;4,772412;-2,78265;0,668699;-1,116325;3,671144;2,221055
04/03/2005;04/Mar/05;4,70842;-2,707111;0,701822;-1,211323;3,72556;2,108217
07/03/2005;07/Mar/05;4,660055;-2,657664;0,709221;-1,237262;3,772202;2,083042
08/03/2005;08/Mar/05;4,700155;-2,695757;0,739581;-1,259878;3,784695;2,046324
09/03/2005;09/Mar/05;4,761604;-2,756955;0,810475;-1,217884;3,810673;2,021965
10/03/2005;10/Mar/05;4,761656;-2,754827;0,811839;-1,240992;3,821054;2,018179
11/03/2005;11/Mar/05;4,804589;-2,796138;0,798947;-1,280509;3,845423;2,014299
14/03/2005;14/Mar/05;4,783805;-2,784186;0,829932;-1,213446;3,817717;2,048022
15/03/2005;15/Mar/05;4,725697;-2,719616;0,808082;-1,207883;3,88504;2,071855
16/03/2005;16/Mar/05;4,691312;-2,703268;0,759747;-0,983663;3,856156;2,382046
17/03/2005;17/Mar/05;4,66573;-2,665495;0,734456;-1,003774;3,879228;2,390095
18/03/2005;18/Mar/05;4,703173;-2,711724;0,759546;-0,948097;3,881606;2,431483
21/03/2005;21/Mar/05;4,677666;-2,687581;0,786415;-0,881131;3,850704;2,472146
22/03/2005;22/Mar/05;4,648812;-2,65524;0,715054;-0,832369;3,892205;2,64382
23/03/2005;23/Mar/05;4,655866;-2,660335;0,774519;-0,768988;3,88179;2,650047
24/03/2005;24/Mar/05;4,668642;-2,667729;0,686067;-0,746445;3,940837;2,821067
29/03/2005;29/Mar/05;4,669565;-2,674392;0,705107;-0,729131;3,932401;2,824094
30/03/2005;30/Mar/05;4,683654;-2,682919;0,679399;-0,776993;3,966024;2,81225
31/03/2005;31/Mar/05;4,676646;-2,690939;0,645042;-0,876801;4,03388;2,755857
01/04/2005;01/Apr/05;4,712748;-2,721438;0,566877;-1,020467;4,140419;2,70078
04/04/2005;04/Apr/05;4,618646;-2,601717;0,779194;-1,12569;4,07905;2,381592
05/04/2005;05/Apr/05;4,60739;-2,590867;0,776802;-1,113931;4,080817;2,406297
06/04/2005;06/Apr/05;4,663069;-2,648737;0,725278;-1,150715;4,130519;2,477001
07/04/2005;07/Apr/05;4,686788;-2,680453;0,688046;-1,213753;4,166639;2,463416
08/04/2005;08/Apr/05;4,749901;-2,740342;0,663016;-1,255215;4,199855;2,464958
11/04/2005;11/Apr/05;4,72084;-2,716998;0,675015;-1,25551;4,195548;2,444286
12/04/2005;12/Apr/05;4,681591;-2,680796;0,691655;-1,214196;4,176465;2,459362
13/04/2005;13/Apr/05;4,674603;-2,671303;0,643239;-1,221638;4,203809;2,502064
14/04/2005;14/Apr/05;4,686526;-2,68793;0,654182;-1,214947;4,198927;2,490684
15/04/2005;15/Apr/05;4,693098;-2,698828;0,602025;-1,315787;4,252356;2,439427
18/04/2005;18/Apr/05;4,687252;-2,70778;0,614331;-1,296054;4,242001;2,441325
19/04/2005;19/Apr/05;4,623984;-2,621125;0,639139;-1,387938;4,265003;2,25783
20/04/2005;20/Apr/05;4,629628;-2,619861;0,631434;-1,408375;4,27217;2,240638
21/04/2005;21/Apr/05;4,58659;-2,555161;0,769182;-1,467569;4,225546;2,006351
22/04/2005;22/Apr/05;4,602907;-2,601177;0,684022;-1,400151;4,266457;2,195201
25/04/2005;25/Apr/05;4,589215;-2,582342;0,669042;-1,403555;4,274938;2,208161
26/04/2005;26/Apr/05;4,569002;-2,565897;0,661698;-1,408519;4,282533;2,214352
27/04/2005;27/Apr/05;4,529527;-2,528097;0,656826;-1,419899;4,286;2,193226
28/04/2005;28/Apr/05;4,541211;-2,538647;0,649357;-1,472898;4,297175;2,145535
29/04/2005;29/Apr/05;4,546603;-2,525793;0,71965;-1,539965;4,285392;2,003966
02/05/2005;02/May/05;4,393801;-2,380237;1,948615;-2,467115;4,37016;2,540529
03/05/2005;03/May/05;4,388216;-2,376649;1,938219;-2,501198;4,393521;2,494502
04/05/2005;04/May/05;4,409978;-2,395672;1,977101;-2,476682;4,394617;2,476549
05/05/2005;05/May/05;4,429553;-2,417051;1,944544;-2,500602;4,420001;2,507091
06/05/2005;06/May/05;4,432782;-2,427492;1,979984;-2,439258;4,379067;2,519911
09/05/2005;09/May/05;4,408544;-2,408087;1,998111;-2,404743;4,350995;2,527021
10/05/2005;10/May/05;4,331532;-2,320455;1,950917;-2,457611;4,412633;2,490625
11/05/2005;11/May/05;4,293827;-2,277874;1,937425;-2,456312;4,414034;2,509728
12/05/2005;12/May/05;4,288275;-2,274368;1,942635;-2,426457;4,396163;2,549447
13/05/2005;13/May/05;4,283968;-2,273698;1,886375;-2,427859;4,402413;2,655667
16/05/2005;16/May/05;4,265634;-2,249468;1,909303;-2,412176;4,38635;2,610664
17/05/2005;17/May/05;4,285282;-2,2719;1,909125;-2,415114;4,394367;2,611543
18/05/2005;18/May/05;4,213353;-2,203681;1,916202;-2,392499;4,377318;2,615605
19/05/2005;19/May/05;4,204468;-2,194772;1,944177;-2,365564;4,364896;2,608664
20/05/2005;20/May/05;4,237207;-2,237508;1,984782;-2,28854;4,331919;2,695599
23/05/2005;23/May/05;4,211006;-2,204166;1,965519;-2,307368;4,349144;2,707507
24/05/2005;24/May/05;4,183394;-2,168;1,927451;-2,388152;4,41984;2,611686
25/05/2005;25/May/05;4,207639;-2,185524;1,897434;-2,457344;4,470548;2,545027
26/05/2005;26/May/05;4,248235;-2,223097;1,932544;-2,437826;4,482214;2,51156
27/05/2005;27/May/05;4,322905;-2,29094;1,887963;-2,507944;4,543247;2,506883
30/05/2005;30/May/05;4,332517;-2,300537;1,879525;-2,51411;4,549263;2,51169
31/05/2005;31/May/05;4,251521;-2,241739;1,852228;-2,446532;4,543908;2,568124
01/06/2005;01/Jun/05;4,267432;-2,257751;1,768723;-2,540052;4,587854;2,381414
02/06/2005;02/Jun/05;4,382085;-2,290299;-0,231786;-1,605246;3,752295;1,550862
03/06/2005;03/Jun/05;4,300872;-2,190887;-0,251877;-1,641439;3,824679;1,544788
06/06/2005;06/Jun/05;4,276859;-2,16784;0,062601;-1,90442;3,630783;1,638256
07/06/2005;07/Jun/05;4,19811;-2,06755;0,049347;-1,972662;3,682329;1,580838
08/06/2005;08/Jun/05;4,156074;-2,011576;0,045598;-2,070427;3,688517;1,535513
09/06/2005;09/Jun/05;4,089371;-1,97913;1,107915;-2,942303;3,330351;1,980302
10/06/2005;10/Jun/05;4,089679;-2,004729;1,125826;-2,868175;3,275028;2,056258
13/06/2005;13/Jun/05;4,158172;-2,077104;1,092132;-2,895573;3,302877;2,042785
14/06/2005;14/Jun/05;4,179851;-2,108235;1,083792;-2,882366;3,291641;2,069973
15/06/2005;15/Jun/05;4,307961;-2,260215;1,12507;-2,799694;3,301647;2,162561
16/06/2005;16/Jun/05;4,308785;-2,273092;1,186598;-2,691278;3,268072;2,126608
17/06/2005;17/Jun/05;4,255654;-2,212308;1,1754;-2,687533;3,257485;2,091739
20/06/2005;20/Jun/05;4,282049;-2,227971;1,133753;-2,743414;3,293687;1,997184
21/06/2005;21/Jun/05;4,187457;-2,119197;1,041266;-2,824027;3,364031;1,908877
22/06/2005;22/Jun/05;4,082063;-1,999394;0,994248;-2,826695;3,407567;1,859536
23/06/2005;23/Jun/05;4,115074;-2,043367;0,968482;-2,79808;3,391265;1,906381
24/06/2005;24/Jun/05;4,082933;-2,007678;0,95047;-2,77538;3,383562;1,919462
27/06/2005;27/Jun/05;4,068686;-1,983867;0,908156;-2,790346;3,392126;1,897579
28/06/2005;28/Jun/05;4,146441;-2,060423;0,887841;-2,774749;3,405242;1,925801
29/06/2005;29/Jun/05;4,143365;-2,047136;0,836661;-2,815182;3,433887;1,913982
30/06/2005;30/Jun/05;4,135005;-2,026965;0,829688;-2,789856;3,418016;1,857557
01/07/2005;01/Jul/05;4,107609;-2,012392;0,83896;-2,717162;3,382733;1,908393
04/07/2005;04/Jul/05;4,1526;-2,072085;0,858071;-2,620743;3,317802;2,023132
05/07/2005;05/Jul/05;4,19746;-2,148645;0,903282;-2,492389;3,250627;2,15429
06/07/2005;06/Jul/05;4,190071;-2,145104;0,911548;-2,475556;3,23578;2,155117
07/07/2005;07/Jul/05;4,207857;-2,157464;0,82034;-2,537427;3,325931;2,102102
08/07/2005;08/Jul/05;4,157382;-2,095039;0,830278;-2,505547;3,30679;2,109898
11/07/2005;11/Jul/05;4,26235;-2,203632;0,813569;-2,509594;3,343739;2,273336
12/07/2005;12/Jul/05;4,283983;-2,236682;0,826173;-2,487177;3,338768;2,350867
13/07/2005;13/Jul/05;4,323248;-2,282088;0,837402;-2,471958;3,342888;2,401682
14/07/2005;14/Jul/05;4,369921;-2,333045;0,86606;-2,450162;3,359665;2,405222
15/07/2005;15/Jul/05;4,352499;-2,305403;0,888364;-2,438692;3,35445;2,388193
18/07/2005;18/Jul/05;4,308935;-2,256566;0,877401;-2,458379;3,373631;2,378456
19/07/2005;19/Jul/05;4,322809;-2,276651;0,914596;-2,432623;3,373746;2,379666
20/07/2005;20/Jul/05;4,287133;-2,238286;0,979815;-2,3877;3,353544;2,281857
21/07/2005;21/Jul/05;4,319016;-2,252901;0,916203;-2,466185;3,423784;2,278233
22/07/2005;22/Jul/05;4,269624;-2,202046;0,904031;-2,484748;3,43736;2,268387
25/07/2005;25/Jul/05;4,252365;-2,183274;0,909478;-2,48037;3,43919;2,284953
26/07/2005;26/Jul/05;4,261347;-2,190095;0,930741;-2,450055;3,4225;2,325619
27/07/2005;27/Jul/05;4,242239;-2,165009;0,921812;-2,463341;3,439378;2,332048
28/07/2005;28/Jul/05;4,247069;-2,175896;0,9433;-2,437085;3,43105;2,38599
29/07/2005;29/Jul/05;4,245323;-2,17181;0,964463;-2,433002;3,441234;2,394804
01/08/2005;01/Aug/05;4,300953;-2,244536;1,016326;-2,359078;3,432668;2,537513
02/08/2005;02/Aug/05;4,299309;-2,258403;1,036451;-2,344876;3,433077;2,548138
03/08/2005;03/Aug/05;4,301088;-2,247346;1,123755;-2,306948;3,457869;2,425785
04/08/2005;04/Aug/05;4,284901;-2,229782;1,132329;-2,302131;3,464964;2,443457
05/08/2005;05/Aug/05;4,322366;-2,27628;1,19781;-2,238239;3,47209;2,479798
08/08/2005;08/Aug/05;4,306192;-2,265166;1,224737;-2,215735;3,464917;2,486081
09/08/2005;09/Aug/05;4,278296;-2,234603;1,231237;-2,205993;3,46288;2,507553
10/08/2005;10/Aug/05;4,254118;-2,204864;1,227702;-2,215697;3,481083;2,508071
11/08/2005;11/Aug/05;4,260253;-2,213568;1,234849;-2,22617;3,501727;2,485688
12/08/2005;12/Aug/05;4,252338;-2,19858;1,19371;-2,285979;3,574663;2,453527
15/08/2005;15/Aug/05;4,209264;-2,136661;1,196252;-2,340089;3,623558;2,350288
16/08/2005;16/Aug/05;4,201595;-2,118873;1,168105;-2,391554;3,664676;2,318183
17/08/2005;17/Aug/05;4,18159;-2,0985;1,155971;-2,407729;3,683122;2,334935
18/08/2005;18/Aug/05;4,159852;-2,078462;1,153487;-2,419292;3,695399;2,330707
19/08/2005;19/Aug/05;4,144289;-2,066228;1,161458;-2,400062;3,684806;2,359811
22/08/2005;22/Aug/05;4,165999;-2,094934;1,176388;-2,384917;3,688936;2,402228
23/08/2005;23/Aug/05;4,143402;-2,078892;1,167937;-2,361024;3,696521;2,520485
24/08/2005;24/Aug/05;4,117753;-2,048462;1,173897;-2,360686;3,700592;2,518445
25/08/2005;25/Aug/05;4,103066;-2,033714;1,161388;-2,383079;3,723591;2,520645
26/08/2005;26/Aug/05;4,100813;-2,03294;1,170957;-2,360745;3,717842;2,585432
29/08/2005;29/Aug/05;4,100489;-2,036489;1,182991;-2,344691;3,715903;2,623201
30/08/2005;30/Aug/05;4,122672;-2,069243;1,199439;-2,306801;3,699873;2,710209
31/08/2005;31/Aug/05;4,120499;-2,059206;1,117789;-2,383831;3,811196;2,726677
01/09/2005;01/Sep/05;4,062488;-2,019965;1,158431;-2,405577;3,835129;2,586839
02/09/2005;02/Sep/05;4,056672;-2,01548;1,140237;-2,452104;3,871575;2,549676
05/09/2005;05/Sep/05;4,034023;-1,990508;1,149148;-2,462332;3,881342;2,521323
06/09/2005;06/Sep/05;4,044549;-2,005202;1,188443;-2,414021;3,863943;2,567742
07/09/2005;07/Sep/05;4,04623;-2,004448;1,202277;-2,406112;3,862237;2,562104
08/09/2005;08/Sep/05;4,039997;-1,990703;1,188604;-2,432085;3,888384;2,574107
09/09/2005;09/Sep/05;4,030527;-1,983277;1,187809;-2,419302;3,902909;2,68943
12/09/2005;12/Sep/05;4,102633;-2,06669;1,243334;-2,357039;3,909094;2,782205
13/09/2005;13/Sep/05;4,150947;-2,116728;1,207595;-2,386612;3,952817;2,895623
14/09/2005;14/Sep/05;4,113926;-2,079169;1,215;-2,368577;3,957025;2,951879
15/09/2005;15/Sep/05;4,141503;-2,115581;1,246878;-2,32277;3,950242;3,05524
16/09/2005;16/Sep/05;4,160911;-2,137125;1,272132;-2,299875;3,947222;3,066244
19/09/2005;19/Sep/05;4,14748;-2,12432;1,272563;-2,309189;3,968497;3,061033
20/09/2005;20/Sep/05;4,090395;-2,066007;1,273575;-2,3182;4,017631;3,049969
21/09/2005;21/Sep/05;4,005886;-1,976547;1,295339;-2,315867;4,039074;3,011993
22/09/2005;22/Sep/05;4,013619;-1,982413;1,294426;-2,331424;4,05798;2,982199
23/09/2005;23/Sep/05;4,038646;-2,017365;1,314865;-2,256923;4,023782;3,211638
26/09/2005;26/Sep/05;4,113441;-2,090363;1,351089;-2,210687;4,023145;3,301243
27/09/2005;27/Sep/05;4,136705;-2,116636;1,323173;-2,226853;4,039113;3,390625
28/09/2005;28/Sep/05;4,104253;-2,090721;1,391826;-2,140088;3,971382;3,46755
29/09/2005;29/Sep/05;4,108109;-2,09451;1,385023;-2,103896;3,88333;3,721109
30/09/2005;30/Sep/05;4,094303;-2,080901;1,387969;-2,099237;3,870846;3,746461
03/10/2005;03/Oct/05;4,104669;-2,101714;1,491414;-1,990893;3,839649;3,736544
04/10/2005;04/Oct/05;4,099148;-2,086751;1,428588;-2,051108;3,886134;3,734295
05/10/2005;05/Oct/05;4,086011;-2,075018;1,436783;-2,041228;3,86993;3,755537
06/10/2005;06/Oct/05;4,159437;-2,149947;1,370158;-2,099312;3,833678;3,897451
07/10/2005;07/Oct/05;4,145496;-2,102244;1,37465;-2,09539;3,786783;3,955973
10/10/2005;10/Oct/05;4,18781;-2,154276;1,265333;-2,230799;3,628116;4,144136
11/10/2005;11/Oct/05;4,022537;-2,115146;1,316072;-3,756017;1,154142;2,027048
12/10/2005;12/Oct/05;4,060813;-2,160821;1,300874;-3,770055;1,155356;2,019463
13/10/2005;13/Oct/05;4,135597;-2,211052;1,273402;-3,75875;1,21711;2,018921
14/10/2005;14/Oct/05;4,131136;-2,188559;1,266205;-3,765725;1,228987;2,001959
17/10/2005;17/Oct/05;4,122291;-2,191814;1,286325;-3,796697;1,114593;1,935967
18/10/2005;18/Oct/05;4,132551;-2,196282;1,270307;-3,82427;1,110899;1,937321
19/10/2005;19/Oct/05;4,12206;-2,17853;1,261785;-3,853139;1,166098;1,956644
20/10/2005;20/Oct/05;4,163291;-2,218383;1,353876;-3,832217;1,189975;2,029466
21/10/2005;21/Oct/05;4,080722;-2,172677;1,384264;-3,778365;1,176073;2,034671
24/10/2005;24/Oct/05;4,07242;-2,17741;1,352775;-3,843638;1,10442;1,978433
25/10/2005;25/Oct/05;4,106302;-2,208783;1,396687;-3,821268;1,09241;1,947982
26/10/2005;26/Oct/05;4,173712;-2,263549;1,394993;-3,750943;1,040987;1,887149
